title,provider,rating,url,level,price,description,skill_tags,duration_weeks,effort_hours,category,language,certificate,enrolled
Financial Planning for Young Adults,University of Illinois Urbana-Champaign,4.6,https://www.coursera.org/learn/financial-planning,beginner level,5900,financial planning for young adults fpya developed in partnership with the cfp board is designed to provide an introduction to basic financial planning concepts for young adults the fpya course is organized across eight separate modules within a 4 week window topics covered include financial goal setting saving and investing budgeting financial risk borrowing and credit because financial planning is such a personal topic you will be encouraged to define your own financial goals and objectives while we discuss concepts and provide tools which can be applied in helping you reach those goals within each module you will view a combination of traditional lecture style videos along with video vignettes that introduce financial topics for discussion among participants the video vignettes provide a unique and exciting component to this course each vignette introduces a real world scenario where financial decisions must be made and financial planning concepts can be applied you will be challenged to think critically about each scenario and decide how you might come to a resolution if ever faced with a similar situation finally the course also includes material throughout which is focused on career opportunities in financial planning including video interviews with actual cfp professionals and other professionals working in this exciting and growing career area the final module in the class is devoted to the topic of financial planning as a career the course was very concise and easy to understand the professors explained the lessons thoroughly thank you for making this learning experience possible this course is really beneficial i highly recommend it to people of any age i was in doubt about it because i read it is good for young people but i learned a lot from this course thank you all the course is good but could you please remove the graded peer review i hate it when i can t get full score because of peer rating and there is no way to discuss and change it,"['Investments', 'Financial Planning', 'Loans', 'Insurance', 'Risk Management', 'Credit Risk', 'Finance', 'Budgeting', 'Goal Setting']",2.0,6.0,business,english,1,161559.0
Data Analytics Foundations for Accountancy II,University of Illinois Urbana-Champaign,4.5,https://www.coursera.org/learn/data-analytics-accountancy-2,beginner level,5000,welcome to data analytics foundations for accountancy ii i m excited to have you in the class and look forward to your contributions to the learning community to begin i recommend taking a few minutes to explore the course site review the material we ll cover each week and preview the assignments you ll need to complete to pass the course click discussions to see forums where you can discuss the course material with fellow students taking the class if you have questions about course content please post them in the forums to get help from others in the course community for technical problems with the coursera platform visit the learner help center good luck as you get started and i hope you enjoy the course i like this course because it is very useful to accounting and auditing,"['Unsupervised Learning', 'Regression Analysis', 'Applied Machine Learning', 'Statistical Machine Learning', 'Predictive Analytics', 'Feature Engineering', 'Anomaly Detection', 'Supervised Learning']",7.0,8.5,business,english,1,3783.0
Digital Media and Marketing Principles,University of Illinois Urbana-Champaign,4.4,https://www.coursera.org/learn/marketing-channels,beginner level,5500,this course is part of digital marketing specialization,"['Communication', 'Branding', 'Personalized Service', 'Mobile Banking', 'Social Media Marketing', 'Digital Advertising', 'Digital Marketing', 'Integrated Marketing Communications', 'Marketing Communications']",2.0,9.0,business,english,1,106567.0
Macroeconomics for Business Management,Fundação Instituto de Administração,4.8,https://www.coursera.org/learn/macroeconomics-for-business-management,beginner level,2100,this course is part of data finance for the future specialization,"['Market Dynamics', 'Business Strategy', 'Economics', 'Business Economics', 'Supply And Demand', 'International Finance', 'Investments', 'Business Planning']",1.0,5.5,business,english,1,27591.0
Securing Investment Returns in the Long Run,University of Geneva,4.8,https://www.coursera.org/learn/investment-returns-long-run,beginner level,3800,this course is part of investment management specialization,"['Behavioral Economics', 'Investment Management', 'Performance Measurement', 'Portfolio Management', 'Financial Market', 'Risk Management', 'FinTech', 'Performance Analysis']",2.0,7.0,business,english,1,35395.0
"Make the Sale: Build, Launch, and Manage E-commerce Stores",Google,4.8,https://www.coursera.org/learn/make-the-sale,beginner level,5300,this course is part of google digital marketing e commerce professional certificate,"['Customer experience strategy (CX)', 'Trend Analysis', 'E-Commerce', 'Customer Engagement', 'Marketing Strategies', 'Market Research', 'Retail Management', 'Digital Advertising', 'Order Fulfillment', 'Web Analytics']",2.0,3.0,business,english,1,183253.0
"Project Lifecycle, Information Sharing, and Risk Management",SkillUp EdTech,4.7,https://www.coursera.org/learn/project-lifecycle-information-sharing-risk-management,beginner level,0,this course is part of multiple programs learn more,"['Communication', 'Risk Analysis', 'Backlogs', 'Stakeholder Communications', 'Agile Methodology', 'Project Management Institute (PMI) Methodology', 'Conflict Management', 'Project Documentation']",2.0,6.0,business,english,1,17866.0
Leadership Through Design Innovation,Northwestern University,4.2,https://www.coursera.org/learn/leadership-design-innovation,beginner level,3600,this course is part of organizational leadership specialization,"['Human Centered Design', 'Design Research', 'Strategic Leadership', 'Customer Engagement', 'Empathy', 'Innovation', 'Design Thinking', 'Collaboration', 'User Experience Design', 'Brainstorming', 'Creative Thinking']",2.0,8.0,business,english,1,21815.0
Fundamentals of Cross-Functional Collaboration,University of Colorado System,4.6,https://www.coursera.org/learn/cross-functional-collaboration-fundamentals,beginner level,6000,this course is part of cross functional collaboration specialization,"['Communication', 'Teamwork', 'Relationship Building', 'Empathy', 'Self-Awareness', 'Collaboration', 'Leadership', 'Cooperation', 'Team Leadership', 'Cross-Functional Collaboration']",2.0,4.0,business,english,1,0.0
Liberty Mutual Insurance Sales Agent Professional Certificate,Liberty Mutual Insurance,4.5,https://www.coursera.org/professional-certificates/libertymutual-insurancesalesagent,beginner level,4000,launch your career as an insurance sales agent equip yourself with the skills needed to help your future customers have the coverage they need no degree or experience required start your journey to an impactful career in the growing insurance industry with generous earning potential,"['Insurance Sales', 'Communication', 'Insurance Policies', 'Overcoming Objections', 'Prospecting and Qualification', 'Goal Setting', 'Risk Management', 'Verbal Communication Skills', 'Closing (Sales)']",4.0,4.0,business,english,1,2642.0
